Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
  791/781    0.023    0.000    0.139    0.000 {built-in method builtins.__build_class__}
   366/40    0.002    0.000    0.997    0.025 {built-in method builtins.__import__}
      108    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
    72/69    0.000    0.000    0.001    0.000 {built-in method builtins.all}
       39    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      420    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      444    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      361    0.042    0.000    0.042    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    694/1    0.006    0.000    8.866    8.866 {built-in method builtins.exec}
20287/20194    0.012    0.000    0.015    0.000 {built-in method builtins.getattr}
      365    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     5322    0.004    0.000    0.004    0.000 {built-in method builtins.hasattr}
48874/48274    0.014    0.000    0.014    0.000 {built-in method builtins.hash}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
83249/83240    0.031    0.000    0.040    0.000 {built-in method builtins.isinstance}
     7112    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
55984/54823    0.016    0.000    0.017    0.000 {built-in method builtins.len}
       34    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      737    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       57    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      580    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       82    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     4074    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1060    0.001    0.000    0.001    0.000 {built-in method from_bytes}
       98    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      353    0.237    0.001    0.237    0.001 {built-in method io.open_code}
        3    0.101    0.034    0.101    0.034 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      353    0.083    0.000    0.083    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
     1168    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
       48    0.008    0.000    0.008    0.000 {built-in method nt.listdir}
        4    0.003    0.001    0.003    0.001 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
     1721    0.377    0.000    0.377    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       81    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
  636/633    0.019    0.000    0.019    0.000 {built-in method numpy.array}
      298    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
46121/46069    0.149    0.000    0.384    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
      143    0.041    0.000    0.041    0.000 {built-in method numpy.empty}
       66    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       33    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       25    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       49    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        3    1.803    0.601    1.803    0.601 {built-in method pandas._libs.tslib.array_to_datetime}
       43    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timedeltas.delta_to_nanoseconds}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
       14    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.tz_compare}
        3    0.001    0.000    0.001    0.000 {built-in method pandas._libs.writers.word_len}
       42    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      128    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x06FD3220}
        1    0.001    0.001    0.001    0.001 {function SeedSequence.generate_state at 0x06FD3BF8}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
      267    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.001    0.000    0.001    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
      866    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       17    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.003    0.000 {method 'any' of 'numpy.ndarray' objects}
     6066    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        6    0.012    0.002    0.012    0.002 {method 'argsort' of 'numpy.ndarray' objects}
       20    0.125    0.006    0.125    0.006 {method 'astype' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        9    0.040    0.004    0.040    0.004 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        6    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        3    0.003    0.001    0.003    0.001 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       15    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       98    0.074    0.001    0.074    0.001 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.001    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     2121    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      425    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       53    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      476    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      507    0.023    0.000    0.023    0.000 {method 'findall' of 're.Pattern' objects}
     1341    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
     1796    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
       89    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        3    0.001    0.000    0.001    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       14    0.002    0.000    0.002    0.000 {method 'get_loc' of 'pandas._libs.index.DatetimeEngine' objects}
       52    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        6    0.302    0.050    0.909    0.152 {method 'get_result' of 'pandas._libs.reduction.SeriesBinGrouper' objects}
        6    0.000    0.000    0.000    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       15    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      174    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       31    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      197    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       35    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     5000    0.004    0.000    0.004    0.000 {method 'join' of 'str' objects}
       33    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     1221    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      305    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       13    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      564    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      568    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       74    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       23    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      353    0.126    0.000    0.126    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    2.710    0.903    2.784    0.928 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
      106    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.011    0.004    0.011    0.004 {method 'repeat' of 'numpy.ndarray' objects}
      228    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
     2758    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      706    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
     7878    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       89    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       38    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      101    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
    21913    0.008    0.000    0.008    0.000 {method 'startswith' of 'str' objects}
